time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/learning_rate,train/loss,train/clip_fraction,train/clip_range,train/entropy_loss,train/value_loss,train/approx_kl,train/explained_variance,train/n_updates,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_object_reward,eval/mean_object_ep_length,eval/mean_score_reward,eval/mean_score_ep_length
1463296,1429,68,21449,0.00017688640000000001,-0.01479844655841589,0.16748046875,0.07075456000000001,-1.2690186128020287,0.030305623076856136,0.0038877416,0.818221926689148,5712,-0.006888166157295927,11861.38,6.0,,,,
1464320,1430,68,21460,0.0001768352,-0.015481882728636265,0.12255859375,0.07073408,-1.3011881113052368,0.02494851523078978,0.0019730711,0.8912844061851501,5716,-0.005249877140158787,11861.38,6.0,,,,
1465344,1431,68,21471,0.000176784,-0.014718661084771156,0.15966796875,0.0707136,-1.294254556298256,0.02751933503895998,0.0035264664,0.874874472618103,5720,-0.006476205991930328,11861.38,6.0,,,,
1466368,1432,68,21483,0.0001767328,-0.012039003893733025,0.241943359375,0.07069312,-1.286362648010254,0.03881023311987519,0.0037121936,0.8618024587631226,5724,-0.007160931825637817,11861.38,6.0,,,,
1467392,1433,68,21494,0.0001766816,-0.020338159054517746,0.167724609375,0.07067264,-1.257426768541336,0.01689632801571861,0.0033701812,0.9399822354316711,5728,-0.009368379367515445,11861.38,6.0,,,,
1468416,1434,68,21505,0.00017663040000000002,-0.01442075427621603,0.148193359375,0.07065216,-1.275300770998001,0.02633499214425683,0.0021867554,0.9065490961074829,5732,-0.005520761129446328,11861.38,6.0,,,,
1469440,1435,68,21517,0.0001765792,-0.022341201081871986,0.154296875,0.07063168,-1.2473995462059975,0.01604441914241761,0.0027643682,0.9544436931610107,5736,-0.005686070726369508,11861.38,6.0,,,,
1470464,1436,68,21527,0.00017652800000000001,-0.016193276271224022,0.128173828125,0.07061120000000001,-1.243161216378212,0.020471613213885576,0.0024545994,0.9159894585609436,5740,-0.005446679046144709,11806.77,6.1,,,,
1471488,1437,68,21538,0.00017647679999999998,-0.01781763695180416,0.202880859375,0.07059072,-1.2835470885038376,0.021409468026831746,0.0022060645,0.9276468753814697,5744,-0.008737259689951316,11806.77,6.1,,,,
1472512,1438,68,21548,0.0001764256,-0.014353317208588123,0.149169921875,0.07057024,-1.268539920449257,0.03242860420141369,0.00355292,0.856902539730072,5748,-0.007862985134124756,11806.77,6.1,,,,
1473536,1439,68,21560,0.0001763744,-0.02444610930979252,0.14306640625,0.07054976,-1.2538630664348602,0.014884224394336343,0.0020980604,0.9360044002532959,5752,-0.0075275463168509305,11769.28,6.41,,,,
1474560,1440,68,21572,0.00017632320000000003,-0.015441834926605225,0.136474609375,0.07052928000000001,-1.2568202316761017,0.02522747975308448,0.0024930157,0.8963837027549744,5756,-0.005738265695981681,11769.28,6.41,,,,
1475000,,,,0.000176272,-0.009617483243346214,0.143310546875,0.0705088,-1.2635607495903969,0.04260445316322148,0.002284784,0.7530526518821716,5760,-0.0050746999913826585,,,-211.85,12578.2,14.8,12578.2
1475584,1441,67,21717,,,,,,,,,,,11769.28,6.41,,,,
1476608,1442,67,21727,0.00017622080000000002,-0.013643910177052021,0.15625,0.07048832000000001,-1.2863381803035736,0.0329513264587149,0.0025163575,0.8675234317779541,5764,-0.006737258008797653,11810.36,6.62,,,,
1477632,1443,67,21739,0.0001761696,-0.004592763260006905,0.162109375,0.07046783999999999,-1.2508642449975014,0.03659252461511642,0.0019287806,0.8480916619300842,5768,-0.0037551585701294243,11749.45,6.88,,,,
1478656,1444,67,21750,0.0001761184,-0.013437495566904545,0.1650390625,0.07044736,-1.2981029152870178,0.026412134640850127,0.0026378562,0.8266940712928772,5772,-0.005709658784326166,11749.45,6.88,,,,
1479680,1445,67,21762,0.00017606719999999998,-0.0097588449716568,0.166748046875,0.07042688,-1.2848304957151413,0.03342132281977683,0.0023840093,0.7671921849250793,5776,-0.005520308011909947,11821.24,6.66,,,,
1480704,1446,68,21773,0.000176016,-0.005396703258156776,0.14990234375,0.07040640000000001,-1.2727906852960587,0.039953243802301586,0.0022364422,0.8383981585502625,5780,-0.006686996523058042,11821.24,6.66,,,,
1481728,1447,68,21784,0.0001759648,-0.008624380454421043,0.1796875,0.07038592,-1.29953583329916,0.04622848914004862,0.0042206882,0.6508762836456299,5784,-0.0077561482903547585,11821.24,6.66,,,,
1482752,1448,68,21796,0.0001759136,-0.012800859287381172,0.1611328125,0.07036544,-1.281064160168171,0.03165462939068675,0.002202264,0.834903359413147,5788,-0.00490159320179373,11821.24,6.66,,,,
1483776,1449,68,21807,0.00017586240000000002,-0.016288775950670242,0.171875,0.07034496,-1.2885424718260765,0.02772767492569983,0.001987249,0.8506815433502197,5792,-0.007695878768572584,11821.24,6.66,,,,
1484800,1450,68,21818,0.00017581120000000002,-0.0071608638390898705,0.177978515625,0.07032448000000001,-1.325400985777378,0.03969255217816681,0.0021274637,0.7917677760124207,5796,-0.005687603494152427,11872.48,6.57,,,,
1485824,1451,68,21829,0.00017576,-0.01039256900548935,0.14208984375,0.070304,-1.2985630109906197,0.04139508667867631,0.0024706651,0.6881403923034668,5800,-0.007458803418558091,11927.66,6.71,,,,
1486848,1452,68,21841,0.0001757088,0.0011448804289102554,0.16650390625,0.07028352,-1.3405423611402512,0.051391220884397626,0.0022604952,0.7418115735054016,5804,-0.004957578523317352,11927.66,6.71,,,,
1487872,1453,68,21852,0.0001756576,-0.015980824828147888,0.148681640625,0.07026304,-1.3283280357718468,0.020586634636856616,0.0021614302,0.8741281628608704,5808,-0.006567948265001178,11924.34,6.74,,,,
1488896,1454,68,21863,0.0001756064,-0.011339514516294003,0.150146484375,0.07024256,-1.265638329088688,0.03052912058774382,0.0020605507,0.7867332696914673,5812,-0.006247339508263394,11924.34,6.74,,,,
1489920,1455,68,21873,0.0001755552,-0.018707912415266037,0.165283203125,0.07022208,-1.316426821053028,0.025368788512423635,0.0029805296,0.8274556994438171,5816,-0.00777705802465789,11924.34,6.74,,,,
1490944,1456,68,21884,0.000175504,-0.012918103486299515,0.192626953125,0.0702016,-1.3310637176036835,0.04070251062512398,0.0019783536,0.73711758852005,5820,-0.008332518016686663,12005.66,6.91,,,,
1491968,1457,68,21896,0.00017545280000000002,-0.010909512639045715,0.1484375,0.07018112000000001,-1.2941374406218529,0.037040698574855924,0.0029739097,0.8352526426315308,5824,-0.008100215345621109,12005.66,6.91,,,,
1492992,1458,68,21907,0.00017540159999999998,-0.015268370509147644,0.150390625,0.07016064,-1.3347227424383163,0.038086074171587825,0.001758837,0.8095686435699463,5828,-0.005771881129476242,12005.66,6.91,,,,
1494016,1459,68,21919,0.0001753504,-0.011992532759904861,0.188232421875,0.07014016000000001,-1.2871272414922714,0.0337466032942757,0.0024734223,0.8419573307037354,5832,-0.004091589216841385,12005.66,6.91,,,,
1495040,1460,68,21930,0.0001752992,-0.007286975160241127,0.16259765625,0.07011968,-1.3035147786140442,0.044780547730624676,0.0033661923,0.7780420184135437,5836,-0.006747598294168711,12005.66,6.91,,,,
1496064,1461,68,21942,0.00017524800000000003,-0.010328788310289383,0.229248046875,0.07009920000000001,-1.300748661160469,0.030762441107071936,0.0028793938,0.8850924372673035,5840,-0.002994595328345895,12005.66,6.91,,,,
1497088,1462,68,21954,0.0001751968,-0.010022174566984177,0.182373046875,0.07007872,-1.2807743847370148,0.028741259826347232,0.002497535,0.8571397662162781,5844,-0.006127636966994032,12005.66,6.91,,,,
1498112,1463,68,21965,0.00017514560000000002,-0.015178636647760868,0.1904296875,0.07005824000000001,-1.3181165680289268,0.03785661072470248,0.002789664,0.8601799011230469,5848,-0.006631223135627806,12005.66,6.91,,,,
1499136,1464,68,21976,0.0001750944,-0.015127578750252724,0.151611328125,0.07003775999999999,-1.2975966855883598,0.027018024353310466,0.0024359608,0.8945828080177307,5852,-0.005915243003983051,12005.66,6.91,,,,
1500000,,,,0.0001750432,-0.013429547660052776,0.157958984375,0.07001728,-1.3046048656105995,0.03195668663829565,0.0025192045,0.8223576545715332,5856,-0.006942127802176401,,,-267.27,12220.6,15.8,12220.6
1500160,1465,67,22112,,,,,,,,,,,12005.66,6.91,,,,
1501184,1466,67,22124,0.00017499199999999998,-0.004912529140710831,0.124267578125,0.0699968,-1.2894614562392235,0.04519161581993103,0.0026888363,0.8322045803070068,5860,-0.006677366502117366,12005.66,6.91,,,,
1502208,1467,67,22135,0.0001749408,-0.010501448065042496,0.14453125,0.06997632000000001,-1.2938560023903847,0.04733167518861592,0.0027065906,0.736904501914978,5864,-0.006975317272008397,11920.59,7.16,,,,
1503232,1468,67,22147,0.0001748896,-0.010890090838074684,0.147705078125,0.06995584,-1.2837484776973724,0.0333659149473533,0.0020988856,0.8580764532089233,5868,-0.004322709690313786,11920.59,7.16,,,,
1504256,1469,67,22158,0.0001748384,-0.009444743394851685,0.196533203125,0.06993536,-1.313220240175724,0.033183893421664834,0.0022405726,0.8406123518943787,5872,-0.0026913987821899354,11989.32,6.95,,,,
1505280,1470,67,22170,0.00017478720000000002,-0.0075754523277282715,0.16796875,0.06991488,-1.2301286086440086,0.04329688800498843,0.0033051907,0.8060126900672913,5876,-0.006367125461110845,11989.32,6.95,,,,
1506304,1471,67,22181,0.00017473600000000002,-0.01692844182252884,0.178955078125,0.06989440000000001,-1.2486953139305115,0.021969888475723565,0.0024803404,0.8608445525169373,5880,-0.006554414285346866,12015.76,7.13,,,,
1507328,1472,67,22193,0.0001746848,-0.011915856972336769,0.192138671875,0.06987392,-1.3037036582827568,0.030237031867727637,0.004374543,0.8633812069892883,5884,-0.006416868884116411,12015.76,7.13,,,,
1508352,1473,67,22205,0.0001746336,-0.014270193874835968,0.15869140625,0.06985344,-1.2595423310995102,0.02425389946438372,0.003303922,0.8954900503158569,5888,-0.006291047597187571,12015.76,7.13,,,,
1509376,1474,67,22216,0.0001745824,-0.006907477974891663,0.17236328125,0.06983296,-1.2555638924241066,0.032294529024511576,0.0027230536,0.8785687685012817,5892,-0.00587401632219553,12015.76,7.13,,,,
1510400,1475,67,22228,0.0001745312,-0.008908035233616829,0.161865234375,0.06981248,-1.2561890557408333,0.03043502231594175,0.0030864426,0.8554714918136597,5896,-0.0065971785807050765,12053.04,7.4,,,,
1511424,1476,67,22239,0.00017448,-0.020162850618362427,0.18994140625,0.069792,-1.2933618873357773,0.02413774491287768,0.002880996,0.8719683885574341,5900,-0.006704087019897997,12053.04,7.4,,,,
1512448,1477,67,22250,0.0001744288,-0.018142253160476685,0.13330078125,0.06977152,-1.2863370180130005,0.026238818187266588,0.0024639922,0.8635585904121399,5904,-0.005476561025716364,12053.04,7.4,,,,
1513472,1478,67,22261,0.0001743776,-0.014077349565923214,0.119140625,0.06975104,-1.2625396996736526,0.033840098534710705,0.0025402268,0.8709337115287781,5908,-0.005792199866846204,12053.04,7.4,,,,
1514496,1479,67,22273,0.00017432639999999998,-0.013804953545331955,0.177734375,0.06973056,-1.2552429363131523,0.021789693972095847,0.0019511255,0.9184990525245667,5912,-0.006745083010173403,12053.04,7.4,,,,
1515520,1480,68,22285,0.00017427520000000004,-0.002537822350859642,0.18017578125,0.06971008000000001,-1.2500990256667137,0.031029578880406916,0.0023827604,0.8546743392944336,5916,-0.004795460830791853,12053.04,7.4,,,,
1516544,1481,68,22297,0.000174224,-0.012897559441626072,0.129638671875,0.0696896,-1.242465116083622,0.03112520684953779,0.002045315,0.8250325918197632,5920,-0.005619261850370094,12053.04,7.4,,,,
1517568,1482,68,22308,0.00017417280000000003,-0.003362489864230156,0.128662109375,0.06966912000000001,-1.264706328511238,0.044115264900028706,0.0023218866,0.7860880494117737,5924,-0.005529155227122828,12124.95,7.27,,,,
1518592,1483,68,22319,0.0001741216,-0.015782222151756287,0.171875,0.06964864,-1.2857480570673943,0.027304474380798638,0.002441978,0.8740925788879395,5928,-0.0062148198776412755,12124.95,7.27,,,,
1519616,1484,68,22331,0.00017407040000000002,-0.010165169835090637,0.1484375,0.06962816000000001,-1.281122013926506,0.04164644842967391,0.0028416577,0.8173707127571106,5932,-0.007114735839422792,12150.17,7.41,,,,
1520640,1485,68,22342,0.0001740192,-0.01772417686879635,0.140625,0.06960767999999999,-1.2939493656158447,0.022192771080881357,0.0019598277,0.9141054749488831,5936,-0.006059931067284197,12150.17,7.41,,,,
1521664,1486,68,22353,0.000173968,-0.020108766853809357,0.14697265625,0.0695872,-1.2859821617603302,0.01792378514073789,0.0026137615,0.8950871229171753,5940,-0.006944921100512147,12150.17,7.41,,,,
1522688,1487,68,22365,0.00017391679999999998,-0.018864063546061516,0.1552734375,0.06956672,-1.248643085360527,0.014543997356668115,0.0024153395,0.9374752044677734,5944,-0.006565341143868864,12083.44,7.66,,,,
1523712,1488,68,22376,0.0001738656,-0.017116498202085495,0.121337890625,0.06954624000000001,-1.319232977926731,0.016249186941422522,0.0028230948,0.9215524792671204,5948,-0.005652520194416866,12083.44,7.66,,,,
1524736,1489,68,22387,0.00017381439999999997,-0.011038162745535374,0.197021484375,0.06952575999999999,-1.304499588906765,0.02898583991918713,0.0025014866,0.8705756068229675,5952,-0.005677598339389078,12083.44,7.66,,,,
1525000,,,,0.0001737632,-0.01942293904721737,0.203369140625,0.06950528,-1.256842814385891,0.01686851045815274,0.0024148682,0.9124717116355896,5956,-0.005768335046013817,,,-76.12,9155.6,19.2,9155.6
1525760,1490,67,22494,,,,,,,,,,,12083.44,7.66,,,,
1526784,1491,67,22506,0.00017371200000000002,-0.029339361935853958,0.159912109375,0.0694848,-1.2751839831471443,0.017444442957639694,0.00368083,0.9047218561172485,5960,-0.009075595677131787,12083.44,7.66,,,,
1527808,1492,67,22516,0.00017366080000000002,-0.01110699400305748,0.19189453125,0.06946432000000001,-1.2915711030364037,0.019631768227554858,0.0031855425,0.8918266892433167,5964,-0.005628689134027809,12083.44,7.66,,,,
1528832,1493,67,22527,0.0001736096,-0.012622209265828133,0.167724609375,0.06944384,-1.2359733507037163,0.021412521949969232,0.0036606048,0.896067202091217,5968,-0.006307915551587939,12085.97,7.68,,,,
1529856,1494,67,22539,0.0001735584,-0.017106376588344574,0.144775390625,0.06942336,-1.3007441982626915,0.02101976063568145,0.0022732988,0.906971275806427,5972,-0.00702225073473528,12042.5,7.93,,,,
1530880,1495,67,22550,0.0001735072,-0.0007108654826879501,0.171630859375,0.06940288,-1.2567430883646011,0.04531583783682436,0.0021190422,0.7934398651123047,5976,-0.00311129869078286,12042.5,7.93,,,,
1531904,1496,67,22561,0.000173456,-0.005005728453397751,0.171142578125,0.0693824,-1.271091252565384,0.05299140769056976,0.0035636844,0.7998192310333252,5980,-0.006027481780620292,12042.5,7.93,,,,
1532928,1497,67,22573,0.0001734048,-0.01520078256726265,0.160400390625,0.06936192000000001,-1.3019600063562393,0.029544469085521996,0.002389944,0.8872669339179993,5984,-0.006448593863751739,12042.5,7.93,,,,
1533952,1498,67,22584,0.0001733536,-0.014473887160420418,0.160400390625,0.06934144,-1.2732722237706184,0.030820872401818633,0.0026905555,0.8822450637817383,5988,-0.0074632624455261976,11981.49,8.19,,,,
1534976,1499,67,22596,0.0001733024,-0.015461151488125324,0.166015625,0.06932096,-1.251716062426567,0.0321845926810056,0.0024060172,0.8500287532806396,5992,-0.007150617951992899,11964.45,8.24,,,,
1536000,1500,67,22606,0.00017325119999999999,-0.008669160306453705,0.159423828125,0.06930048,-1.2713912352919579,0.027139634010381997,0.0018830225,0.8632695078849792,5996,-0.006861487374408171,11964.45,8.24,,,,
1537024,1501,67,22618,0.00017320000000000004,-0.01202038861811161,0.121826171875,0.06928000000000001,-1.248702049255371,0.02776787499897182,0.0023077908,0.8441964387893677,6000,-0.007060240983264521,12038.75,8.02,,,,
1538048,1502,67,22629,0.0001731488,0.0041957031935453415,0.1728515625,0.06925952,-1.2655207440257072,0.053064960753545165,0.0031601726,0.7779277563095093,6004,-0.005183299304917455,12038.75,8.02,,,,
1539072,1503,67,22641,0.00017309760000000003,-0.01758861169219017,0.18505859375,0.06923904000000002,-1.2380699440836906,0.030524629168212414,0.0025576497,0.8536327481269836,6008,-0.008367503090994433,12038.75,8.02,,,,
1540096,1504,67,22652,0.0001730464,-0.014011478051543236,0.189697265625,0.06921856,-1.2950782999396324,0.025538728456012905,0.0029954189,0.8830866813659668,6012,-0.006963997497223318,12038.75,8.02,,,,
1541120,1505,67,22663,0.00017299520000000002,-0.00716879777610302,0.13330078125,0.06919808000000001,-1.2344711050391197,0.04099647025577724,0.002468704,0.8342870473861694,6016,-0.0056030340638244525,12038.75,8.02,,,,
1542144,1506,68,22674,0.000172944,-0.017157770693302155,0.185302734375,0.06917759999999999,-1.2334309369325638,0.025721922982484102,0.0028404552,0.8888851404190063,6020,-0.009914421534631401,12038.75,8.02,,,,
1543168,1507,68,22685,0.0001728928,-0.009854080155491829,0.1298828125,0.06915712,-1.2719879522919655,0.029219630756415427,0.0026452509,0.8759598135948181,6024,-0.006336075137369335,12042.38,8.1,,,,
1544192,1508,68,22696,0.00017284159999999998,-0.01659226417541504,0.151611328125,0.06913664,-1.2480304539203644,0.024547329754568636,0.002363428,0.8811566829681396,6028,-0.00744934007525444,12042.38,8.1,,,,
1545216,1509,68,22707,0.0001727904,-0.014440400525927544,0.19140625,0.06911616000000001,-1.2460038661956787,0.02383479953277856,0.002921277,0.9133765697479248,6032,-0.008255094173364341,12042.38,8.1,,,,
1546240,1510,68,22718,0.00017273919999999997,-0.018728107213974,0.115966796875,0.06909567999999999,-1.2760063633322716,0.02350742998532951,0.002244087,0.9216657280921936,6036,-0.006828261131886393,12042.38,8.1,,,,
1547264,1511,68,22729,0.00017268800000000002,-0.012128676287829876,0.126708984375,0.0690752,-1.222047634422779,0.02542014664504677,0.0023795702,0.9027119278907776,6040,-0.00550000200746581,12042.38,8.1,,,,
1548288,1512,68,22740,0.00017263680000000002,-0.009393111802637577,0.181396484375,0.06905472,-1.2208055928349495,0.038544695591554046,0.002549888,0.8673092722892761,6044,-0.007422391936415806,12042.38,8.1,,,,
1549312,1513,68,22752,0.00017258560000000002,-0.01871603913605213,0.200439453125,0.06903424000000001,-1.2337608635425568,0.020341159659437835,0.002840593,0.925422728061676,6048,-0.007567741209641099,12042.38,8.1,,,,
1550000,,,,0.0001725344,-0.010605823248624802,0.162841796875,0.06901376000000001,-1.1660559326410294,0.023863315349444747,0.0017443078,0.9058613777160645,6052,-0.005645266588544473,,,-189.43,8989.4,19.4,8989.4
1550336,1514,67,22858,,,,,,,,,,,12101.3,7.98,,,,
1551360,1515,67,22869,0.0001724832,-0.015294352546334267,0.15380859375,0.06899328,-1.224760465323925,0.02783285512123257,0.0024969154,0.873103678226471,6056,-0.007106150049366988,12101.3,7.98,,,,
1552384,1516,67,22881,0.000172432,-0.013113146647810936,0.130615234375,0.0689728,-1.2015983015298843,0.02164133603218943,0.0023183208,0.8986194133758545,6060,-0.005734705890063196,12075.12,8.29,,,,
